state_code,county_name
GA,ROCKDALE
GA,SCHLEY
GA,SCREVEN
GA,SEMINOLE
GA,SPALDING
GA,STEPHENS
GA,STEWART
GA,SUMTER
GA,TALBOT
GA,TALIAFERRO
GA,TATTNALL
GA,TAYLOR
GA,TELFAIR
GA,TERRELL
GA,THOMAS
GA,TIFT
GA,TOOMBS
GA,TOWNS
GA,TREUTLEN
GA,TROUP
GA,TURNER
GA,TWIGGS
GA,UNION
GA,UPSON
GA,WALKER
GA,WALTON
GA,WARE
GA,WARREN
GA,WASHINGTON
GA,WAYNE
GA,WEBSTER
GA,WHEELER
GA,WHITE
GA,WHITFIELD
GA,WILCOX
GA,WILKES
GA,WILKINSON
GA,WORTH
HI,HAWAII
HI,HONOLULU
HI,KAUAI
HI,MAUI
IA,ADAIR
IA,ADAMS
IA,ALLAMAKEE
IA,APPANOOSE
IA,AUDUBON
IA,BENTON
IA,BLACK HAWK
IA,BOONE
IA,BREMER
IA,BUCHANAN
IA,BUENA VISTA
IA,BUTLER
IA,CALHOUN
IA,CARROLL
IA,CASS
IA,CEDAR
IA,CERRO GORDO
IA,CHEROKEE
IA,CHICKASAW
IA,CLARKE
IA,CLAY
IA,CLAYTON
IA,CLINTON
IA,CRAWFORD
IA,DALLAS
IA,DAVIS
IA,DECATUR
IA,DELAWARE
IA,DES MOINES
IA,DICKINSON
IA,DUBUQUE
IA,EMMET
IA,FAYETTE
IA,FLOYD
IA,FRANKLIN
IA,FREMONT
IA,GREENE
IA,GRUNDY
IA,GUTHRIE
IA,HAMILTON
IA,HANCOCK
IA,HARDIN
IA,HARRISON
IA,HENRY
IA,HOWARD
IA,HUMBOLDT
IA,IDA
IA,IOWA
IA,JACKSON
IA,JASPER
IA,JEFFERSON
IA,JOHNSON
IA,JONES
IA,KEOKUK
IA,KOSSUTH
IA,LEE
IA,LINN
IA,LOUISA
IA,LUCAS
IA,LYON
IA,MADISON
IA,MAHASKA
IA,MARION
IA,MARSHALL
IA,MILLS
IA,MITCHELL
IA,MONONA
IA,MONROE
IA,MONTGOMERY
IA,MUSCATINE
IA,O'BRIEN
IA,OSCEOLA
IA,PAGE
IA,PALO ALTO
IA,PLYMOUTH
IA,POCAHONTAS
IA,POLK
IA,POTTAWATTAMIE
IA,POWESHIEK
IA,RINGGOLD
IA,SAC
IA,SCOTT
IA,SHELBY
IA,SIOUX
IA,STORY
IA,TAMA
IA,TAYLOR
IA,UNION
IA,VAN BUREN
IA,WAPELLO
IA,WARREN
IA,WASHINGTON
IA,WAYNE
IA,WEBSTER
IA,WINNEBAGO
IA,WINNESHIEK
IA,WOODBURY
IA,WORTH
IA,WRIGHT
ID,ADA
ID,ADAMS
ID,BANNOCK
ID,BEAR LAKE
ID,BENEWAH
ID,BINGHAM
ID,BLAINE
ID,BOISE
ID,BONNER
ID,BONNEVILLE
ID,BOUNDARY
ID,BUTTE
ID,CAMAS
ID,CANYON
ID,CARIBOU
ID,CASSIA
ID,CLARK
ID,CLEARWATER
ID,CUSTER
ID,ELMORE
ID,FRANKLIN
ID,FREMONT
ID,GEM
ID,GOODING
ID,IDAHO
ID,JEFFERSON
ID,JEROME
ID,KOOTENAI
ID,LATAH
ID,LEMHI
ID,LEWIS
ID,LINCOLN
ID,MADISON
ID,MINIDOKA
ID,NEZ PERCE
ID,ONEIDA
ID,OWYHEE
ID,PAYETTE
ID,POWER
ID,SHOSHONE
ID,TETON
ID,TWIN FALLS
ID,VALLEY
ID,WASHINGTON
IL,ADAMS
IL,ALEXANDER
IL,BOND
IL,BOONE
IL,BROWN
IL,BUREAU
IL,CALHOUN
IL,CARROLL
IL,CASS
IL,CHAMPAIGN
IL,CHRISTIAN
IL,CLARK
IL,CLAY
IL,CLINTON
IL,COLES
IL,COOK
IL,CRAWFORD
IL,CUMBERLAND
IL,DE WITT
IL,DEKALB
IL,DOUGLAS
IL,DUPAGE
IL,EDGAR
IL,EDWARDS
IL,EFFINGHAM
IL,FAYETTE
IL,FORD
IL,FRANKLIN
IL,FULTON
IL,GALLATIN
IL,GREENE
IL,GRUNDY
IL,HAMILTON
IL,HANCOCK
IL,HARDIN
IL,HENDERSON
IL,HENRY
IL,IROQUOIS
IL,JACKSON
IL,JASPER
IL,JEFFERSON
IL,JERSEY
IL,JO DAVIESS
IL,JOHNSON
IL,KANE
IL,KANKAKEE
IL,KENDALL
IL,KNOX
IL,LAKE
IL,LASALLE
IL,LAWRENCE
IL,LEE
IL,LIVINGSTON
IL,LOGAN
IL,MACON
IL,MACOUPIN
IL,MADISON
IL,MARION
IL,MARSHALL
IL,MASON
IL,MASSAC
IL,MCDONOUGH
IL,MCHENRY
IL,MCLEAN
IL,MENARD
IL,MERCER
IL,MONROE
IL,MONTGOMERY
IL,MORGAN
IL,MOULTRIE
IL,OGLE
IL,PEORIA
IL,PERRY
IL,PIATT
IL,PIKE
IL,POPE
IL,PULASKI
IL,PUTNAM
IL,RANDOLPH
IL,RICHLAND
IL,ROCK ISLAND
IL,SALINE
IL,SANGAMON
IL,SCHUYLER
IL,SCOTT
IL,SHELBY
IL,ST. CLAIR
IL,STARK
IL,STEPHENSON
IL,TAZEWELL
IL,UNION
IL,VERMILION
IL,WABASH
IL,WARREN
IL,WASHINGTON
IL,WAYNE
IL,WHITE
IL,WHITESIDE
IL,WILL
IL,WILLIAMSON
IL,WINNEBAGO
IL,WOODFORD
IN,ADAMS
IN,ALLEN
IN,BARTHOLOMEW
IN,BENTON
IN,BLACKFORD
IN,BOONE
IN,BROWN
IN,CARROLL
IN,CASS
IN,CLARK
IN,CLAY
IN,CLINTON
IN,CRAWFORD
IN,DAVIESS
IN,DEARBORN
IN,DECATUR
IN,DEKALB
IN,DELAWARE
IN,DUBOIS
IN,ELKHART
IN,FAYETTE
IN,FLOYD
IN,FOUNTAIN
IN,FRANKLIN
IN,FULTON
IN,GIBSON
IN,GRANT
IN,GREENE
IN,HAMILTON
IN,HANCOCK
IN,HARRISON
IN,HENDRICKS
IN,HENRY
IN,HOWARD
IN,HUNTINGTON
IN,JACKSON
IN,JASPER
IN,JAY
IN,JEFFERSON
IN,JENNINGS
IN,JOHNSON
IN,KNOX
IN,KOSCIUSKO
IN,LAGRANGE
IN,LAKE
IN,LAPORTE
IN,LAWRENCE
IN,MADISON
IN,MARION
IN,MARSHALL
IN,MARTIN
IN,MIAMI
IN,MONROE
IN,MONTGOMERY
IN,MORGAN
IN,NEWTON
IN,NOBLE
IN,OHIO
IN,ORANGE
IN,OWEN
IN,PARKE
IN,PERRY
IN,PIKE
IN,PORTER
IN,POSEY
IN,PULASKI
IN,PUTNAM
IN,RANDOLPH
IN,RIPLEY
IN,RUSH
IN,SCOTT
IN,SHELBY
IN,SPENCER
IN,ST. JOSEPH
IN,STARKE
IN,STEUBEN
IN,SULLIVAN
IN,SWITZERLAND
IN,TIPPECANOE
IN,TIPTON
IN,UNION
IN,VANDERBURGH
IN,VERMILLION
IN,VIGO
IN,WABASH
IN,WARREN
IN,WARRICK
IN,WASHINGTON
IN,WAYNE
IN,WELLS
IN,WHITE
IN,WHITLEY
KS,ALLEN
KS,ANDERSON
KS,ATCHISON
KS,BARBER
KS,BARTON
KS,BOURBON
KS,BROWN
KS,BUTLER
KS,CHASE
KS,CHAUTAUQUA
KS,CHEROKEE
KS,CHEYENNE
KS,CLARK
KS,CLAY
KS,CLOUD
KS,COFFEY
KS,COMANCHE
KS,COWLEY
KS,CRAWFORD
KS,DECATUR
KS,DICKINSON
KS,DONIPHAN
KS,DOUGLAS
KS,EDWARDS
KS,ELK
KS,ELLIS
KS,ELLSWORTH
KS,FINNEY
KS,FORD
KS,FRANKLIN
KS,GEARY
KS,GOVE
KS,GRAHAM
KS,GRANT
KS,GRAY
KS,GREELEY
KS,GREENWOOD
KS,HAMILTON
KS,HARPER
KS,HARVEY
KS,HASKELL
KS,HODGEMAN
KS,JACKSON
KS,JEFFERSON
KS,JEWELL
KS,JOHNSON
KS,KEARNY
KS,KINGMAN
KS,KIOWA
KS,LABETTE
KS,LANE
KS,LEAVENWORTH
KS,LINCOLN
KS,LINN
KS,LOGAN
KS,LYON
KS,MARION
KS,MARSHALL
KS,MCPHERSON
KS,MEADE
KS,MIAMI
KS,MITCHELL
KS,MONTGOMERY
KS,MORRIS
KS,MORTON
KS,NEMAHA
KS,NEOSHO
KS,NESS
KS,NORTON
KS,OSAGE
KS,OSBORNE
KS,OTTAWA
KS,PAWNEE
KS,PHILLIPS
KS,POTTAWATOMIE
KS,PRATT
KS,RAWLINS
KS,RENO
KS,REPUBLIC
KS,RICE
KS,RILEY
KS,ROOKS
KS,RUSH
KS,RUSSELL
KS,SALINE
KS,SCOTT
KS,SEDGWICK
KS,SEWARD
KS,SHAWNEE
KS,SHERIDAN
KS,SHERMAN
KS,SMITH
KS,STAFFORD
KS,STANTON
KS,STEVENS
KS,SUMNER
KS,THOMAS
KS,TREGO
KS,WABAUNSEE
KS,WALLACE
KS,WASHINGTON
KS,WICHITA
KS,WILSON
KS,WOODSON
KS,WYANDOTTE
KY,ADAIR
KY,ALLEN
KY,ANDERSON
KY,BALLARD
KY,BARREN
KY,BATH
KY,BELL
KY,BOONE
KY,BOURBON
KY,BOYD
KY,BOYLE
KY,BRACKEN
KY,BREATHITT
KY,BRECKINRIDGE
KY,BULLITT
KY,BUTLER
KY,CALDWELL
KY,CALLOWAY
KY,CAMPBELL
KY,CARLISLE
KY,CARROLL
KY,CARTER
KY,CASEY
KY,CHRISTIAN
KY,CLARK
KY,CLAY
KY,CLINTON
KY,CRITTENDEN
KY,CUMBERLAND
KY,DAVIESS
KY,EDMONSON
KY,ELLIOTT
KY,ESTILL
KY,FAYETTE
KY,FLEMING
KY,FLOYD
KY,FRANKLIN
KY,FULTON
KY,GALLATIN
KY,GARRARD
KY,GRANT
KY,GRAVES
KY,GRAYSON
KY,GREEN
KY,GREENUP
KY,HANCOCK
KY,HARDIN
KY,HARLAN
KY,HARRISON
KY,HART
KY,HENDERSON
KY,HENRY
KY,HICKMAN
KY,HOPKINS
KY,JACKSON
KY,JEFFERSON
KY,JESSAMINE
KY,JOHNSON
KY,KENTON
KY,KNOTT
KY,KNOX
KY,LARUE
KY,LAUREL
KY,LAWRENCE
KY,LEE
KY,LESLIE
KY,LETCHER
KY,LEWIS
KY,LINCOLN
KY,LIVINGSTON
KY,LOGAN
KY,LYON
KY,MADISON
KY,MAGOFFIN
KY,MARION
KY,MARSHALL
KY,MARTIN
KY,MASON
KY,MCCRACKEN
KY,MCCREARY
KY,MCLEAN
KY,MEADE
KY,MENIFEE
KY,MERCER
KY,METCALFE
KY,MONROE
KY,MONTGOMERY
KY,MORGAN
KY,MUHLENBERG
KY,NELSON
KY,NICHOLAS
KY,OHIO
KY,OLDHAM
KY,OWEN
KY,OWSLEY
KY,PENDLETON
KY,PERRY
KY,PIKE
KY,POWELL
KY,PULASKI
KY,ROBERTSON
KY,ROCKCASTLE
KY,ROWAN
KY,RUSSELL
KY,SCOTT
KY,SHELBY
KY,SIMPSON
KY,SPENCER
KY,TAYLOR
KY,TODD
KY,TRIGG
KY,TRIMBLE
KY,UNION
KY,WARREN
KY,WASHINGTON
KY,WAYNE
KY,WEBSTER
KY,WHITLEY
KY,WOLFE
KY,WOODFORD
LA,ACADIA
LA,ALLEN
LA,ASCENSION
LA,ASSUMPTION
LA,AVOYELLES
LA,BEAUREGARD
LA,BIENVILLE
LA,BOSSIER
LA,CADDO
LA,CALCASIEU
LA,CALDWELL
LA,CAMERON
LA,CATAHOULA
LA,CLAIBORNE
LA,CONCORDIA
LA,DE SOTO
LA,EAST BATON ROUGE
LA,EAST CARROLL
LA,EAST FELICIANA
LA,EVANGELINE
LA,FRANKLIN
LA,GRANT
LA,IBERIA
LA,IBERVILLE
LA,JACKSON
LA,JEFFERSON
LA,JEFFERSON DAVIS
LA,LA SALLE
LA,LAFAYETTE
LA,LAFOURCHE
LA,LINCOLN
LA,LIVINGSTON
LA,MADISON
LA,MOREHOUSE
LA,NATCHITOCHES
LA,ORLEANS
LA,OUACHITA
LA,PLAQUEMINES
LA,POINTE COUPEE
LA,RAPIDES
LA,RED RIVER
LA,RICHLAND
LA,SABINE
LA,ST BERNARD
LA,ST CHARLES
LA,ST HELENA
LA,ST JAMES
LA,ST JOHN THE BAPTIST
LA,ST LANDRY
LA,ST MARTIN
LA,ST MARY
LA,ST TAMMANY
LA,TANGIPAHOA
LA,TENSAS
LA,TERREBONNE
LA,UNION
LA,VERMILION
LA,VERNON
LA,WASHINGTON
LA,WEBSTER
LA,WEST BATON ROUGE
LA,WEST CARROLL
LA,WEST FELICIANA
LA,WINN
MA,BARNSTABLE
MA,BERKSHIRE
MA,BRISTOL
MA,DUKES
MA,ESSEX
MA,FRANKLIN
MA,HAMPDEN
MA,HAMPSHIRE
MA,MIDDLESEX
MA,NANTUCKET
MA,NORFOLK
MA,PLYMOUTH
MA,SUFFOLK
MA,WORCESTER
MD,ALLEGANY
MD,ANNE ARUNDEL
MD,BALTIMORE
MD,BALTIMORE CITY
MD,CALVERT
MD,CAROLINE
MD,CARROLL
MD,CECIL
MD,CHARLES
MD,DORCHESTER
MD,FREDERICK
MD,GARRETT
MD,HARFORD
MD,HOWARD
MD,KENT
MD,MONTGOMERY
MD,PRINCE GEORGE'S
MD,QUEEN ANNE'S
MD,SOMERSET
MD,ST. MARY'S
MD,TALBOT
MD,WASHINGTON
MD,WICOMICO
MD,WORCESTER
ME,ANDROSCOGGIN
ME,AROOSTOOK
ME,CUMBERLAND
ME,FRANKLIN
ME,HANCOCK
ME,KENNEBEC
ME,KNOX
ME,LINCOLN
ME,OXFORD
ME,PENOBSCOT
ME,PISCATAQUIS
ME,SAGADAHOC
ME,SOMERSET
ME,WALDO
ME,WASHINGTON
ME,YORK
MI,ALCONA
MI,ALGER
MI,ALLEGAN
MI,ALPENA
MI,ANTRIM
MI,ARENAC
MI,BARAGA
MI,BARRY
MI,BAY
MI,BENZIE
MI,BERRIEN
MI,BRANCH
MI,CALHOUN
MI,CASS
MI,CHARLEVOIX
MI,CHEBOYGAN
MI,CHIPPEWA
MI,CLARE
MI,CLINTON
MI,CRAWFORD
MI,DELTA
MI,DICKINSON
MI,EATON
MI,EMMET
MI,GENESEE
MI,GLADWIN
MI,GOGEBIC
MI,GRAND TRAVERSE
MI,GRATIOT
MI,HILLSDALE
MI,HOUGHTON
MI,HURON
MI,INGHAM
MI,IONIA
MI,IOSCO
MI,IRON
MI,ISABELLA
MI,JACKSON
MI,KALAMAZOO
MI,KALKASKA
MI,KENT
MI,KEWEENAW
MI,LAKE
MI,LAPEER
MI,LEELANAU
MI,LENAWEE
MI,LIVINGSTON
MI,LUCE
MI,MACKINAC
MI,MACOMB
MI,MANISTEE
MI,MARQUETTE
MI,MASON
MI,MECOSTA
MI,MENOMINEE
MI,MIDLAND
MI,MISSAUKEE
MI,MONROE
MI,MONTCALM
MI,MONTMORENCY
MI,MUSKEGON
MI,NEWAYGO
MI,OAKLAND
MI,OCEANA
MI,OGEMAW
MI,ONTONAGON
MI,OSCEOLA
MI,OSCODA
MI,OTSEGO
MI,OTTAWA
MI,PRESQUE ISLE
MI,ROSCOMMON
MI,SAGINAW
MI,SANILAC
MI,SCHOOLCRAFT
MI,SHIAWASSEE
MI,ST. CLAIR
MI,ST. JOSEPH
MI,TUSCOLA
MI,VAN BUREN
MI,WASHTENAW
MI,WAYNE
MI,WEXFORD
MN,AITKIN
MN,ANOKA
MN,BECKER
MN,BELTRAMI
MN,BENTON
MN,BIG STONE
MN,BLUE EARTH
MN,BROWN
MN,CARLTON
MN,CARVER
MN,CASS
MN,CHIPPEWA
MN,CHISAGO
MN,CLAY
MN,CLEARWATER
MN,COOK
MN,COTTONWOOD
MN,CROW WING
MN,DAKOTA
MN,DODGE
MN,DOUGLAS
MN,FARIBAULT
MN,FILLMORE
MN,FREEBORN
MN,GOODHUE
MN,GRANT
MN,HENNEPIN
MN,HOUSTON
MN,HUBBARD
MN,ISANTI
MN,ITASCA
MN,JACKSON
MN,KANABEC
MN,KANDIYOHI
MN,KITTSON
MN,KOOCHICHING
MN,LAC QUI PARLE
MN,LAKE
MN,LAKE OF THE WOODS
MN,LE SUEUR
MN,LINCOLN
MN,LYON
MN,MAHNOMEN
MN,MARSHALL
MN,MARTIN
MN,MCLEOD
MN,MEEKER
MN,MILLE LACS
MN,MORRISON
MN,MOWER
MN,MURRAY
MN,NICOLLET
MN,NOBLES
MN,NORMAN
MN,OLMSTED
MN,OTTER TAIL
MN,PENNINGTON
MN,PINE
MN,PIPESTONE
MN,POLK
MN,POPE
MN,RAMSEY
MN,RED LAKE
MN,REDWOOD
MN,RENVILLE
MN,RICE
MN,ROCK
MN,ROSEAU
MN,SCOTT
MN,SHERBURNE
MN,SIBLEY
MN,ST. LOUIS
MN,STEARNS
MN,STEELE
MN,STEVENS
MN,SWIFT
MN,TODD
MN,TRAVERSE
MN,WABASHA
MN,WADENA
MN,WASECA
MN,WASHINGTON
MN,WATONWAN
MN,WILKIN
MN,WINONA
MN,WRIGHT
MN,YELLOW MEDICINE
MO,ADAIR
MO,ANDREW
MO,ATCHISON
MO,AUDRAIN
MO,BARRY
MO,BARTON
MO,BATES
MO,BENTON
MO,BOLLINGER
MO,BOONE
MO,BUCHANAN
MO,BUTLER
MO,CALDWELL
MO,CALLAWAY
MO,CAMDEN
MO,CAPE GIRARDEAU
MO,CARROLL
MO,CARTER
MO,CASS
MO,CEDAR
MO,CHARITON
MO,CHRISTIAN
MO,CLARK
MO,CLAY
MO,CLINTON
MO,COLE
MO,COOPER
MO,CRAWFORD
MO,DADE
MO,DALLAS
MO,DAVIESS
